,load,type,compressor,iteration,avg_time,std_dev,min_time,max_time,q1,median_time,q3,iqr,lower_whisker,upper_whisker,num_outliers
26,OIL-MAMMO,MODEL,ENTROPY,22,42.35404443740845,0.0,42.35404443740845,42.35404443740845,42.35404443740845,42.35404443740845,42.35404443740845,0.0,42.35404443740845,42.35404443740845,0.0
27,OIL-MAMMO,MODEL,GZIP,23,47.12968349456787,0.0,47.12968349456787,47.12968349456787,47.12968349456787,47.12968349456787,47.12968349456787,0.0,47.12968349456787,47.12968349456787,0.0
28,OIL-MAMMO,MODEL,PPMD,11,18.424609899520874,0.0,18.424609899520874,18.424609899520874,18.424609899520874,18.424609899520874,18.424609899520874,0.0,18.424609899520874,18.424609899520874,0.0
29,OIL-MAMMO,MODEL,ZLIB,23,48.93022012710571,0.0,48.93022012710571,48.93022012710571,48.93022012710571,48.93022012710571,48.93022012710571,0.0,48.93022012710571,48.93022012710571,0.0
30,OIL-MAMMO,PROCESS,BZ2,2,5.602663993835449,0.0,5.602663993835449,5.602663993835449,5.602663993835449,5.602663993835449,5.602663993835449,0.0,5.602663993835449,5.602663993835449,0.0
31,OIL-MAMMO,PROCESS,ENTROPY,8,14.312702178955078,0.0,14.312702178955078,14.312702178955078,14.312702178955078,14.312702178955078,14.312702178955078,0.0,14.312702178955078,14.312702178955078,0.0
32,OIL-MAMMO,PROCESS,GZIP,2,5.435308218002319,0.0,5.435308218002319,5.435308218002319,5.435308218002319,5.435308218002319,5.435308218002319,0.0,5.435308218002319,5.435308218002319,0.0
33,OIL-MAMMO,PROCESS,PPMD,3,5.187739849090576,0.0,5.187739849090576,5.187739849090576,5.187739849090576,5.187739849090576,5.187739849090576,0.0,5.187739849090576,5.187739849090576,0.0
34,OIL-MAMMO,PROCESS,ZLIB,2,5.002685070037842,0.0,5.002685070037842,5.002685070037842,5.002685070037842,5.002685070037842,5.002685070037842,0.0,5.002685070037842,5.002685070037842,0.0
35,OIL-MAMMO,TRAIN,BZ2,6,9.913607120513916,0.0,9.913607120513916,9.913607120513916,9.913607120513916,9.913607120513916,9.913607120513916,0.0,9.913607120513916,9.913607120513916,0.0
36,OIL-MAMMO,TRAIN,ENTROPY,13,23.16589879989624,0.0,23.16589879989624,23.16589879989624,23.16589879989624,23.16589879989624,23.16589879989624,0.0,23.16589879989624,23.16589879989624,0.0
37,OIL-MAMMO,TRAIN,GZIP,3,6.819571256637573,0.0,6.819571256637573,6.819571256637573,6.819571256637573,6.819571256637573,6.819571256637573,0.0,6.819571256637573,6.819571256637573,0.0
38,OIL-MAMMO,TRAIN,PPMD,5,10.066924571990967,0.0,10.066924571990967,10.066924571990967,10.066924571990967,10.066924571990967,10.066924571990967,0.0,10.066924571990967,10.066924571990967,0.0
39,OIL-MAMMO,TRAIN,ZLIB,3,7.431597232818603,0.0,7.431597232818603,7.431597232818603,7.431597232818603,7.431597232818603,7.431597232818603,0.0,7.431597232818603,7.431597232818603,0.0
